modelo,execucao,pergunta_id,pergunta,resposta,real_time_sec,gpu_percent,vram_kb
mistral,2,1,What is the capital city of France?,,0.1011,0,0
mistral,2,2,How many continents are there on Earth?,,0.1015,0,0
mistral,2,3,What planet is known as the Red Planet?,,0.1024,0,0
mistral,2,4,What is the largest ocean on Earth?,,0.1017,0,0
mistral,2,5,What gas do humans need to breathe to survive?,,0.1023,0,0
mistral,2,6,What is the chemical symbol for water?,,0.1028,0,0
mistral,2,7,What is the square root of 16?,,0.1020,0,0
mistral,2,8,How many days are there in a week?,,0.1017,0,0
mistral,2,9,What animal is known as the king of the jungle?,,0.1025,0,0
mistral,2,10,What is the tallest mountain on Earth?,,0.1025,0,0
mistral,2,11,What is the capital city of Japan?,,0.1014,0,0
mistral,2,12,How many letters are there in the English alphabet?,,0.1028,0,0
mistral,2,13,What is the boiling point of water in degrees Celsius at sea level?,,0.1018,0,0
mistral,2,14,What is the largest planet in the Solar System?,,0.1015,0,0
mistral,2,15,What country is the Great Pyramid of Giza located in?,,0.1024,0,0
mistral,2,16,What is the main language spoken in Brazil?,,0.1020,0,0
mistral,2,17,How many hours are there in one day?,,0.1022,0,0
mistral,2,18,What is the hardest natural substance on Earth?,,0.1025,0,0
mistral,2,19,What is the currency used in the United States?,,0.1019,0,0
mistral,2,20,What is the fastest land animal?,,0.1011,0,0
mistral,2,21,What organ pumps blood through the human body?,,0.1020,0,0
mistral,2,22,What is the capital city of Italy?,,0.1020,0,0
mistral,2,23,How many sides does a triangle have?,,0.1025,0,0
mistral,2,24,What is the chemical symbol for gold?,,0.1026,0,0
mistral,2,25,Which planet is closest to the Sun?,,0.1014,0,0
mistral,2,26,What is the largest mammal on Earth?,,0.1014,0,0
mistral,2,27,How many bones are there in the adult human body?,,0.1022,0,0
mistral,2,28,What is the freezing point of water in degrees Celsius?,,0.1016,0,0
mistral,2,29,What is the capital city of Canada?,,0.1018,0,0
mistral,2,30,What gas do plants absorb from the atmosphere?,,0.1026,0,0
mistral,2,31,What is the smallest prime number?,,0.1021,0,0
mistral,2,32,What is the longest river in the world?,,0.1022,0,0
mistral,2,33,What is the chemical symbol for iron?,,0.1018,0,0
mistral,2,34,How many planets are in the Solar System?,,0.1020,0,0
mistral,2,35,What is the capital city of Germany?,,0.1024,0,0
mistral,2,36,What organ is responsible for breathing in humans?,,0.1015,0,0
mistral,2,37,What is the primary color made by mixing blue and yellow?,,0.1022,0,0
mistral,2,38,What is the capital city of Spain?,,0.1023,0,0
mistral,2,39,How many degrees are in a right angle?,,0.1017,0,0
mistral,2,40,What metal is liquid at room temperature?,,0.1023,0,0
mistral,2,41,What is the largest desert in the world?,,0.1020,0,0
mistral,2,42,What is the capital city of the United Kingdom?,,0.1018,0,0
mistral,2,43,What is the main ingredient in bread?,,0.1030,0,0
mistral,2,44,What is the chemical symbol for sodium?,,0.1013,0,0
mistral,2,45,What planet is known for its rings?,,0.1026,0,0
mistral,2,46,How many minutes are in one hour?,,0.1015,0,0
mistral,2,47,What is the capital city of Australia?,,0.1020,0,0
mistral,2,48,What sense is associated with the eyes?,,0.1017,0,0
mistral,2,49,What is the chemical symbol for carbon?,,0.1017,0,0
mistral,2,50,What is the largest continent by land area?,,0.1013,0,0
mistral,2,51,What is the capital city of Russia?,,0.1025,0,0
mistral,2,52,What is the main gas found in Earth's atmosphere?,,0.1023,0,0
mistral,2,53,How many strings does a standard violin have?,,0.1024,0,0
mistral,2,54,What is the capital city of Argentina?,,0.1018,0,0
mistral,2,55,What vitamin is produced when skin is exposed to sunlight?,,0.1023,0,0
mistral,2,56,What is the chemical symbol for potassium?,,0.1012,0,0
mistral,2,57,What is the capital city of South Korea?,,0.1020,0,0
mistral,2,58,How many teeth does a typical adult human have?,,0.1020,0,0
mistral,2,59,What is the smallest continent by land area?,,0.1015,0,0
mistral,2,60,What is the capital city of Mexico?,,0.1023,0,0
mistral,2,61,What instrument is used to measure temperature?,,0.1024,0,0
mistral,2,62,What is the chemical symbol for helium?,,0.1021,0,0
mistral,2,63,What is the capital city of China?,,0.1021,0,0
mistral,2,64,What natural satellite orbits the Earth?,,0.1018,0,0
mistral,2,65,How many colors are there in a rainbow?,,0.1013,0,0
mistral,2,66,What is the capital city of Portugal?,,0.1018,0,0
mistral,2,67,What organ is responsible for filtering blood in humans?,,0.1021,0,0
mistral,2,68,What is the chemical symbol for silver?,,0.1025,0,0
mistral,2,69,What is the capital city of Norway?,,0.1020,0,0
mistral,2,70,What type of animal is a frog?,,0.1023,0,0
mistral,2,71,How many sides does a square have?,,0.1023,0,0
mistral,2,72,What is the capital city of Sweden?,,0.1027,0,0
mistral,2,73,What gas is released by plants during photosynthesis?,,0.1012,0,0
mistral,2,74,What is the chemical symbol for calcium?,,0.1015,0,0
mistral,2,75,What is the capital city of India?,,0.1022,0,0
mistral,2,76,What part of the plant conducts photosynthesis?,,0.1016,0,0
mistral,2,77,How many legs does an insect have?,,0.1021,0,0
mistral,2,78,What is the capital city of Turkey?,,0.1017,0,0
mistral,2,79,What is the largest internal organ in the human body?,,0.1016,0,0
mistral,2,80,What is the chemical symbol for chlorine?,,0.1018,0,0
mistral,2,81,What is the capital city of Greece?,,0.1020,0,0
mistral,2,82,What device is used to measure time?,,0.1020,0,0
mistral,2,83,How many months are there in a year?,,0.1018,0,0
mistral,2,84,What is the capital city of Switzerland?,,0.1018,0,0
mistral,2,85,What is the largest bone in the human body?,,0.1019,0,0
mistral,2,86,What is the chemical symbol for magnesium?,,0.1026,0,0
mistral,2,87,How many chambers does the human heart have?,,0.1019,0,0
mistral,2,88,What is the capital city of the Netherlands?,,0.1019,0,0
mistral,2,89,What planet is known as the Morning Star?,,0.1020,0,0
mistral,2,90,What is the largest land animal?,,0.1017,0,0
mistral,2,91,What is the chemical symbol for zinc?,,0.1022,0,0
mistral,2,92,How many players are on the field for one soccer team?,,0.1018,0,0
mistral,2,93,What is the capital city of Finland?,,0.1027,0,0
mistral,2,94,What blood type is known as the universal donor?,,0.1023,0,0
mistral,2,95,What is the chemical symbol for phosphorus?,,0.1014,0,0
mistral,2,96,What is the capital city of Austria?,,0.1023,0,0
mistral,2,97,How many bits are in one byte?,,0.1020,0,0
