modelo,execucao,pergunta_id,pergunta,resposta,real_time_sec,gpu_percent,vram_kb
mistral_v0.1,2,1,What is the capital city of France?,The capital city of France is Paris.,2.3263907432556152,28,5351424
mistral_v0.1,2,2,How many continents are there on Earth?,There are 7 continents on Earth.,2.302072048187256,37,5351424
mistral_v0.1,2,3,What planet is known as the Red Planet?,The planet known as the Red Planet is Mars.,2.8506855964660645,41,5350400
mistral_v0.1,2,4,What is the largest ocean on Earth?,Pacific Ocean.,1.3343024253845215,25,5348352
mistral_v0.1,2,5,What gas do humans need to breathe to survive?,Humans need oxygen to survive.,1.997236728668213,28,5348352
mistral_v0.1,2,6,What is the chemical symbol for water?,The chemical symbol for water is H2O.,2.568679094314575,43,5348352
mistral_v0.1,2,7,What is the square root of 16?,The square root of 16 is 4.,2.57529616355896,40,5348352
mistral_v0.1,2,8,How many days are there in a week?,There are 7 days in a week.,2.440559148788452,24,5348352
mistral_v0.1,2,9,What animal is known as the king of the jungle?,Lion,1.1820342540740967,39,5348352
mistral_v0.1,2,10,What is the tallest mountain on Earth?,The tallest mountain on Earth is Mount Everest  which stands at 8 848 meters (29 029 feet) above sea level.,6.5053136348724365,41,5348352
mistral_v0.1,2,11,What is the capital city of Japan?,The capital city of Japan is Tokyo.,2.1588592529296875,39,5348352
mistral_v0.1,2,12,How many letters are there in the English alphabet?,There are 26 letters in the English alphabet.,2.979870080947876,33,5348352
mistral_v0.1,2,13,What is the boiling point of water in degrees Celsius at sea level?,The boiling point of water at sea level is 100 degrees Celsius or 212 degrees Fahrenheit.,5.764611482620239,45,5348352
mistral_v0.1,2,14,What is the largest planet in the Solar System?,The largest planet in the Solar System is Jupiter.,2.695509672164917,37,5348352
mistral_v0.1,2,15,What country is the Great Pyramid of Giza located in?,Egypt,1.1757252216339111,41,5348352
mistral_v0.1,2,16,What is the main language spoken in Brazil?,Portuguese,1.0596530437469482,34,5347328
mistral_v0.1,2,17,How many hours are there in one day?,There are 24 hours in one day.,2.5831103324890137,37,5348352
mistral_v0.1,2,18,What is the hardest natural substance on Earth?,The hardest naturally occurring substance on Earth is diamond. It has a Mohs hardness of 10  meaning it can only be scratched by another diamond.,6.7396063804626465,41,5348352
mistral_v0.1,2,19,What is the currency used in the United States?,The currency used in the United States is the United States Dollar (USD).,3.706275224685669,24,5321728
mistral_v0.1,2,20,What is the fastest land animal?,The fastest land animal is the cheetah  which can reach speeds up to 70 miles per hour (112 kilometers per hour).,5.946878910064697,41,5321728
mistral_v0.1,2,21,What organ pumps blood through the human body?,The heart is the primary organ that pumps blood throughout the human body. It consists of four chambers - two atria on the top and two ventricles on the bottom - that work together to circulate blood to all parts of the body.,9.32011342048645,42,5321728
mistral_v0.1,2,22,What is the capital city of Italy?,Rome,0.9093503952026367,36,5316608
mistral_v0.1,2,23,How many sides does a triangle have?,A triangle has 3 sides.,2.0177173614501953,36,5321728
mistral_v0.1,2,24,What is the chemical symbol for gold?,The chemical symbol for gold is Au.,2.1805896759033203,40,5321728
mistral_v0.1,2,25,Which planet is closest to the Sun?,Mercury,1.1992523670196533,40,5320704
mistral_v0.1,2,26,What is the largest mammal on Earth?,Blue whale.,1.5905132293701172,40,5321728
mistral_v0.1,2,27,How many bones are there in the adult human body?,There are 206 bones in the adult human body.,2.9821650981903076,43,5321728
mistral_v0.1,2,28,What is the freezing point of water in degrees Celsius?,The freezing point of water is 0 degree Celsius or 32 degree Fahrenheit.,4.748566150665283,41,5321728
mistral_v0.1,2,29,What is the capital city of Canada?,Ottawa,1.0675849914550781,34,5320704
mistral_v0.1,2,30,What gas do plants absorb from the atmosphere?,Plants absorb carbon dioxide (CO2) from the atmosphere.,3.30391001701355,37,5321728
mistral_v0.1,2,31,What is the smallest prime number?,The smallest prime number is 2.,2.1610984802246094,30,5320704
mistral_v0.1,2,32,What is the longest river in the world?,The Nile River.,1.6327145099639893,37,5321728
mistral_v0.1,2,33,What is the chemical symbol for iron?,"The chemical symbol for iron is ""Fe"".",2.1613690853118896,27,5321728
mistral_v0.1,2,34,How many planets are in the Solar System?,There are eight planets in the Solar System.,2.4157795906066895,28,5321728
mistral_v0.1,2,35,What is the capital city of Germany?,The capital city of Germany is Berlin.,2.3013863563537598,43,5321728
mistral_v0.1,2,36,What organ is responsible for breathing in humans?,The lungs are the primary organs responsible for breathing in humans.,3.122154951095581,32,5321728
mistral_v0.1,2,37,What is the primary color made by mixing blue and yellow?,Green.,1.3094961643218994,45,5321728
mistral_v0.1,2,38,What is the capital city of Spain?,Madrid,0.7855095863342285,36,5320704
mistral_v0.1,2,39,How many degrees are in a right angle?,There are 90 degrees in a right angle.,2.5987210273742676,28,5321728
mistral_v0.1,2,40,What metal is liquid at room temperature?,Mercury is the only metal that is liquid at room temperature.,3.0385634899139404,37,5321728
mistral_v0.1,2,41,What is the largest desert in the world?,The largest desert in the world is the Antarctic Desert.,3.1379024982452393,37,5321728
mistral_v0.1,2,42,What is the capital city of the United Kingdom?,The capital city of the United Kingdom is London.,2.440018653869629,24,5320704
mistral_v0.1,2,43,What is the main ingredient in bread?,The main ingredient in bread is flour.,2.3087730407714844,34,5321728
mistral_v0.1,2,44,What is the chemical symbol for sodium?,The chemical symbol for sodium is Na.,2.184354066848755,37,5321728
mistral_v0.1,2,45,What planet is known for its rings?,Saturn,1.0608203411102295,37,5320704
mistral_v0.1,2,46,How many minutes are in one hour?,There are 60 minutes in one hour.,2.5833001136779785,37,5321728
mistral_v0.1,2,47,What is the capital city of Australia?,Canberra,1.3362054824829102,27,5321728
mistral_v0.1,2,48,What sense is associated with the eyes?,The sense associated with the eyes is vision.,2.295706033706665,37,5321728
mistral_v0.1,2,49,What is the chemical symbol for carbon?,The chemical symbol for carbon is C.,2.147019147872925,37,5321728
mistral_v0.1,2,50,What is the largest continent by land area?,Asia,0.9301669597625732,36,5320704
mistral_v0.1,2,51,What is the capital city of Russia?,The capital city of Russia is Moscow.,2.040599822998047,35,5321728
mistral_v0.1,2,52,What is the main gas found in Earth's atmosphere?,The main gas found in Earth's atmosphere is nitrogen (N2)  which makes up about 78% of the total volume.,5.639971494674683,37,5321728
mistral_v0.1,2,53,How many strings does a standard violin have?,A standard violin has four strings.,2.1872646808624268,28,5321728
mistral_v0.1,2,54,What is the capital city of Argentina?,The capital city of Argentina is Buenos Aires.,2.3046486377716064,37,5320704
mistral_v0.1,2,55,What vitamin is produced when skin is exposed to sunlight?,Vitamin D,1.4551775455474854,30,5321728
mistral_v0.1,2,56,What is the chemical symbol for potassium?,The chemical symbol for potassium is K.,2.554910182952881,42,5321728
mistral_v0.1,2,57,What is the capital city of South Korea?,The capital city of South Korea is Seoul.,2.5832059383392334,24,5321728
mistral_v0.1,2,58,How many teeth does a typical adult human have?,A typical adult human has 32 teeth.,2.594254732131958,44,5320704
mistral_v0.1,2,59,What is the smallest continent by land area?,The smallest continent by land area is Australia  with an area of approximately 7.69 million square kilometers (2.98 million square miles).,6.093850612640381,37,5321728
mistral_v0.1,2,60,What is the capital city of Mexico?,The capital city of Mexico is Mexico City.,2.3229880332946777,37,5321728
mistral_v0.1,2,61,What instrument is used to measure temperature?,The most common instruments used to measure temperature are thermometers.,2.893869400024414,25,5320704
mistral_v0.1,2,62,What is the chemical symbol for helium?,The chemical symbol for helium is He.,2.5426647663116455,23,5321728
mistral_v0.1,2,63,What is the capital city of China?,Beijing,0.7832937240600586,23,5320704
mistral_v0.1,2,64,What natural satellite orbits the Earth?,The Moon is the only natural satellite that orbits the Earth.,2.8564820289611816,34,5321728
mistral_v0.1,2,65,How many colors are there in a rainbow?,There are 7 colors in a rainbow.,2.5498385429382324,30,5321728
mistral_v0.1,2,66,What is the capital city of Portugal?,The capital city of Portugal is Lisbon.,2.304013252258301,35,5321728
mistral_v0.1,2,67,What organ is responsible for filtering blood in humans?,The kidneys are responsible for filtering blood in humans.,2.8632030487060547,23,5321728
mistral_v0.1,2,68,What is the chemical symbol for silver?,The chemical symbol for silver is Ag.,2.1692752838134766,26,5321728
mistral_v0.1,2,69,What is the capital city of Norway?,The capital city of Norway is Oslo.,2.3110878467559814,27,5321728
mistral_v0.1,2,70,What type of animal is a frog?,A frog is an amphibian.,2.553534507751465,37,5321728
mistral_v0.1,2,71,How many sides does a square have?,4,1.2007291316986084,21,5321728
mistral_v0.1,2,72,What is the capital city of Sweden?,The capital city of Sweden is Stockholm.,2.1746201515197754,37,5320704
mistral_v0.1,2,73,What gas is released by plants during photosynthesis?,The gas released by plants during photosynthesis is oxygen (O2).,3.6694912910461426,27,5321728
mistral_v0.1,2,74,What is the chemical symbol for calcium?,The chemical symbol for calcium is Ca.,2.430504083633423,32,5320704
mistral_v0.1,2,75,What is the capital city of India?,The capital city of India is New Delhi.,2.292665958404541,43,5321728
mistral_v0.1,2,76,What part of the plant conducts photosynthesis?,The leaves of a plant conduct photosynthesis.,2.7007896900177,45,5321728
mistral_v0.1,2,77,How many legs does an insect have?,An insect typically has six legs.,2.0311672687530518,37,5321728
mistral_v0.1,2,78,What is the capital city of Turkey?,The capital city of Turkey is Ankara.,2.4626870155334473,37,5321728
mistral_v0.1,2,79,What is the largest internal organ in the human body?,The liver is the largest internal organ in the human body.,2.8493988513946533,27,5321728
mistral_v0.1,2,80,What is the chemical symbol for chlorine?,The chemical symbol for chlorine is Cl.,2.47593092918396,37,5321728
mistral_v0.1,2,81,What is the capital city of Greece?,The capital city of Greece is Athens.,2.3147010803222656,31,5321728
mistral_v0.1,2,82,What device is used to measure time?,A clock is a device that is used to measure time.,2.7027480602264404,26,5321728
mistral_v0.1,2,83,How many months are there in a year?,There are 12 months in a year.,2.578561782836914,30,5321728
mistral_v0.1,2,84,What is the capital city of Switzerland?,The capital city of Switzerland is Bern.,2.177157163619995,37,5321728
mistral_v0.1,2,85,What is the largest bone in the human body?,The femur.,1.3472580909729004,37,5320704
mistral_v0.1,2,86,What is the chemical symbol for magnesium?,The chemical symbol for magnesium is Mg.,2.7085821628570557,37,5321728
mistral_v0.1,2,87,How many chambers does the human heart have?,The human heart has four chambers: two atria on the top and two ventricles on the bottom.,4.789980888366699,23,5321728
mistral_v0.1,2,88,What is the capital city of the Netherlands?,The capital city of the Netherlands is Amsterdam.,2.312735080718994,27,5320704
mistral_v0.1,2,89,What planet is known as the Morning Star?,The planet known as the Morning Star is Venus.,2.7326431274414062,37,5321728
mistral_v0.1,2,90,What is the largest land animal?,The largest land animal is the African elephant.,2.4762120246887207,37,5320704
mistral_v0.1,2,91,What is the chemical symbol for zinc?,The chemical symbol for zinc is Zn.,2.434549331665039,37,5321728
mistral_v0.1,2,92,How many players are on the field for one soccer team?,The number of players on the field for one soccer team varies depending on the level of play and specific rules. For a standard game of soccer  there are 11 players from each team on the field at one time  making a total of 22 players. However  in youth leagues or smaller games  the number of players may be reduced.,12.979861497879028,41,5321728
mistral_v0.1,2,93,What is the capital city of Finland?,The capital city of Finland is Helsinki.,2.7507426738739014,38,5319680
mistral_v0.1,2,94,What blood type is known as the universal donor?,O negative blood type is known as the universal donor.,2.980069160461426,45,5319680
mistral_v0.1,2,95,What is the chemical symbol for phosphorus?,The chemical symbol for phosphorus is P.,2.570075511932373,40,5319680
mistral_v0.1,2,96,What is the capital city of Austria?,Vienna,0.7899458408355713,39,5319680
mistral_v0.1,2,97,How many bits are in one byte?,There are 8 bits in one byte.,2.304828643798828,39,5318656
mistral_v0.1,2,98,What organ is responsible for vision?,The organ responsible for vision is the eye.,2.291752576828003,40,5319680
mistral_v0.1,2,99,What is the capital city of Denmark?,The capital city of Denmark is Copenhagen.,2.5920753479003906,33,5318656
mistral_v0.1,2,100,How many vowels are there in the English alphabet?,There are 5 vowels in the English alphabet. They are A  E  I  O  and U.,5.341423749923706,45,5319680
