modelo,execucao,pergunta_id,pergunta,resposta,real_time_sec,gpu_percent,vram_kb
mistral_v0.1,3,1,What is the capital city of France?,The capital city of France is Paris.,2.1777000427246094,37,5319680
mistral_v0.1,3,2,How many continents are there on Earth?,There are 7 continents on Earth.,2.2993531227111816,37,5318656
mistral_v0.1,3,3,What planet is known as the Red Planet?,The planet known as the Red Planet is Mars.,2.833447217941284,41,5319680
mistral_v0.1,3,4,What is the largest ocean on Earth?,Pacific Ocean.,1.322615146636963,37,5318656
mistral_v0.1,3,5,What gas do humans need to breathe to survive?,Humans need oxygen to survive.,2.0169765949249268,37,5319680
mistral_v0.1,3,6,What is the chemical symbol for water?,The chemical symbol for water is H2O.,2.429516553878784,37,5319680
mistral_v0.1,3,7,What is the square root of 16?,The square root of 16 is 4.,2.5894951820373535,37,5319680
mistral_v0.1,3,8,How many days are there in a week?,There are 7 days in a week.,2.294354200363159,37,5319680
mistral_v0.1,3,9,What animal is known as the king of the jungle?,Lion,1.1766712665557861,32,5318656
mistral_v0.1,3,10,What is the tallest mountain on Earth?,The tallest mountain on Earth is Mount Everest  which stands at 8 848 meters (29 029 feet) above sea level.,6.6341633796691895,41,5319680
mistral_v0.1,3,11,What is the capital city of Japan?,The capital city of Japan is Tokyo.,2.0198934078216553,27,5319680
mistral_v0.1,3,12,How many letters are there in the English alphabet?,There are 26 letters in the English alphabet.,2.851292133331299,44,5319680
mistral_v0.1,3,13,What is the boiling point of water in degrees Celsius at sea level?,The boiling point of water at sea level is 100 degrees Celsius or 212 degrees Fahrenheit.,5.786418437957764,42,5319680
mistral_v0.1,3,14,What is the largest planet in the Solar System?,The largest planet in the Solar System is Jupiter.,2.6219379901885986,27,5319680
mistral_v0.1,3,15,What country is the Great Pyramid of Giza located in?,Egypt,1.1769638061523438,41,5319680
mistral_v0.1,3,16,What is the main language spoken in Brazil?,Portuguese,0.9304847717285156,23,5318656
mistral_v0.1,3,17,How many hours are there in one day?,There are 24 hours in one day.,2.5544540882110596,37,5319680
mistral_v0.1,3,18,What is the hardest natural substance on Earth?,The hardest naturally occurring substance on Earth is diamond. It has a Mohs hardness of 10  meaning it can only be scratched by another diamond.,6.7466912269592285,41,5319680
mistral_v0.1,3,19,What is the currency used in the United States?,The currency used in the United States is the United States Dollar (USD).,3.564948081970215,34,5319680
mistral_v0.1,3,20,What is the fastest land animal?,The fastest land animal is the cheetah  which can reach speeds up to 70 miles per hour (112 kilometers per hour).,5.9573493003845215,31,5319680
mistral_v0.1,3,21,What organ pumps blood through the human body?,The heart is the primary organ that pumps blood throughout the human body. It consists of four chambers - two atria on the top and two ventricles on the bottom - that work together to circulate blood to all parts of the body.,9.242923021316528,23,5319680
mistral_v0.1,3,22,What is the capital city of Italy?,Rome,0.9351530075073242,43,5314560
mistral_v0.1,3,23,How many sides does a triangle have?,A triangle has 3 sides.,2.0343618392944336,43,5318656
mistral_v0.1,3,24,What is the chemical symbol for gold?,The chemical symbol for gold is Au.,2.1598048210144043,39,5318656
mistral_v0.1,3,25,Which planet is closest to the Sun?,Mercury,1.207214593887329,39,5313536
mistral_v0.1,3,26,What is the largest mammal on Earth?,Blue whale.,1.4549980163574219,39,5315584
mistral_v0.1,3,27,How many bones are there in the adult human body?,There are 206 bones in the adult human body.,3.103914737701416,43,5316608
mistral_v0.1,3,28,What is the freezing point of water in degrees Celsius?,The freezing point of water is 0 degree Celsius or 32 degree Fahrenheit.,4.838020324707031,41,5316608
mistral_v0.1,3,29,What is the capital city of Canada?,Ottawa,1.057173252105713,35,5315584
mistral_v0.1,3,30,What gas do plants absorb from the atmosphere?,Plants absorb carbon dioxide (CO2) from the atmosphere.,3.3948585987091064,37,5316608
mistral_v0.1,3,31,What is the smallest prime number?,The smallest prime number is 2.,2.048982620239258,36,5315584
mistral_v0.1,3,32,What is the longest river in the world?,The Nile River.,1.6167957782745361,37,5316608
mistral_v0.1,3,33,What is the chemical symbol for iron?,"The chemical symbol for iron is ""Fe"".",2.168881893157959,23,5316608
mistral_v0.1,3,34,How many planets are in the Solar System?,There are eight planets in the Solar System.,2.3054745197296143,36,5316608
